Research Class,DTC Code,DTC Definition,Mapping Strength,Interpretation for This Class,Common Symptoms,Likely Diagnosis / Hypothesis,Toyota Examples,Nissan Examples,Volvo Examples,0
TRANSMISSION_ISSUE,P0768,Shift Solenoid D Electrical,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0769,Shift Solenoid D Intermittent,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0770,Shift Solenoid E Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0771,Shift Solenoid E Performance or Stuck Off,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0772,Shift Solenoid E Stuck On,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0773,Shift Solenoid E Electrical,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0774,Shift Solenoid E Intermittent,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0775,Pressure Control Solenoid B,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0776,Pressure Control Solenoid B Performance or Stuck off,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0777,Pressure Control Solenoid B Stuck On,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0778,Pressure Control Solenoid B Electrical,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0779,Pressure Control Solenoid B Intermittent,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0841,Transmission Fluid Pressure Sensor/Switch A Circuit Range/Performance,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0842,Transmission Fluid Pressure Sensor/Switch A Circuit Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0845,Transmission Fluid Pressure Sensor/Switch B Circuit,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0846,Transmission Fluid Pressure Sensor/Switch B Circuit Range/Performance,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
TRANSMISSION_ISSUE,P0847,Transmission Fluid Pressure Sensor/Switch B Circuit Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Harsh/delayed shifting; slipping; incorrect gear; limp mode; poor acceleration; transmission warning; high RPM without matching road speed.,"Transmission control, range/speed sensor, torque converter, hydraulic-pressure or shift-solenoid fault; internal transmission wear remains possible.","Corolla/Axio, Allion/Premio, RAV4","Note, Sunny/Almera, X-Trail, Qashqai","S60, V60, XC60, XC90",P0700 is only a request/summary code; retrieve the TCM-specific code before assigning the root cause.
FUEL_PUMP,P0230,Fuel Pump Primary Circuit Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0231,Fuel Pump Secondary Circuit Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0232,Fuel Pump Secondary Circuit Intermittent,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0233,Fuel Pump Secondary Circuit Intermittent,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0627,Fuel Pump A Control Circuit / Open,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0628,Fuel Pump A Control Circuit Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0629,Fuel Pump A Control Circuit High,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P069E,Fuel Pump Control Module Requested MIL Illumination,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0087,Fuel Rail/System Pressure - Too Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0089,Fuel Pressure Regulator Performance,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0190,Fuel Rail Pressure Sensor Circuit Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
FUEL_PUMP,P0191,Fuel Rail Pressure Sensor Circuit Range/Performance,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Crank-no-start; long crank; stalling; hesitation under load; reduced power; fuel-pressure warning; intermittent loss of power.,"Fuel-pump/control or low-pressure fuel-delivery fault; pump, relay/module, wiring, pressure control, filter restriction or tank supply can be involved.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60","Pressure codes can be caused by restrictions/regulators/injectors, so they are supportive rather than proof of pump failure."
STARTER_MOTOR,P0512,Starter Request Circuit,Strong subsystem / not motor-only,"Identifies starter-request/relay/disable circuitry; starter motor/solenoid failure must be separated from wiring, authorization and battery faults.",No crank; intermittent crank; click/no crank; starter does not respond despite adequate battery voltage.,"Starter request/relay/disable circuit problem; motor/solenoid, relay, wiring, ignition/start authorization or ground may be responsible.","Corolla, Axio, Vitz, Hilux (non-hybrid)","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Generic DTCs usually identify starter control circuits, not a mechanically failed starter motor."
STARTER_MOTOR,P0615,Starter Relay Circuit,Strong subsystem / not motor-only,"Identifies starter-request/relay/disable circuitry; starter motor/solenoid failure must be separated from wiring, authorization and battery faults.",No crank; intermittent crank; click/no crank; starter does not respond despite adequate battery voltage.,"Starter request/relay/disable circuit problem; motor/solenoid, relay, wiring, ignition/start authorization or ground may be responsible.","Corolla, Axio, Vitz, Hilux (non-hybrid)","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Generic DTCs usually identify starter control circuits, not a mechanically failed starter motor."
STARTER_MOTOR,P0616,Starter Relay Circuit Low,Strong subsystem / not motor-only,"Identifies starter-request/relay/disable circuitry; starter motor/solenoid failure must be separated from wiring, authorization and battery faults.",No crank; intermittent crank; click/no crank; starter does not respond despite adequate battery voltage.,"Starter request/relay/disable circuit problem; motor/solenoid, relay, wiring, ignition/start authorization or ground may be responsible.","Corolla, Axio, Vitz, Hilux (non-hybrid)","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Generic DTCs usually identify starter control circuits, not a mechanically failed starter motor."
STARTER_MOTOR,P0617,Starter Relay Circuit High,Strong subsystem / not motor-only,"Identifies starter-request/relay/disable circuitry; starter motor/solenoid failure must be separated from wiring, authorization and battery faults.",No crank; intermittent crank; click/no crank; starter does not respond despite adequate battery voltage.,"Starter request/relay/disable circuit problem; motor/solenoid, relay, wiring, ignition/start authorization or ground may be responsible.","Corolla, Axio, Vitz, Hilux (non-hybrid)","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Generic DTCs usually identify starter control circuits, not a mechanically failed starter motor."
STARTER_MOTOR,P0817,Starter Disable Circuit,Strong subsystem / not motor-only,"Identifies starter-request/relay/disable circuitry; starter motor/solenoid failure must be separated from wiring, authorization and battery faults.",No crank; intermittent crank; click/no crank; starter does not respond despite adequate battery voltage.,"Starter request/relay/disable circuit problem; motor/solenoid, relay, wiring, ignition/start authorization or ground may be responsible.","Corolla, Axio, Vitz, Hilux (non-hybrid)","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Generic DTCs usually identify starter control circuits, not a mechanically failed starter motor."
RADIATOR_FAN_ISSUE,P0480,Cooling Fan 1 Control Circuit Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0481,Cooling Fan 2 Control Circuit Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0482,Cooling Fan 3 Control Circuit Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0483,Cooling Fan Rationality Check Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0484,Cooling Fan Circuit Over Current,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0485,Cooling Fan Power/Ground Circuit Malfunction,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0526,Fan Speed Sensor Circuit,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0527,Fan Speed Sensor Circuit Range/Performance,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0528,Fan Speed Sensor Circuit No Signal,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0529,Fan Speed Sensor Circuit Intermittent,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0691,Fan 1 Control Circuit Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0692,Fan 1 Control Circuit High,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0693,Fan 2 Control Circuit Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0694,Fan 2 Control Circuit High,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
